DateTime,Market E1 Energy,Market N1 Energy,Market North Non-Spin,Market North RegDwn,Market North RegUp,Market North Spin,Market S1 Energy,Market South Non-Spin,Market South RegDwn,Market South RegUp,Market South Spin,Market W1 Energy
5/10/2023 20:40,52.5,66.5,4.4,5.6,6.5,5.6,58.6,3.4,5.3,6.1,3.8,59.2
5/10/2023 20:45,51.4,65.2,4.3,5.8,6.4,5.8,57.4,3.6,5.2,5.9,3.7,58.1
5/10/2023 20:50,50.9,62.6,4.1,5.7,6.3,5.7,55.1,3.5,5.2,5.7,3.5,57.5
5/10/2023 20:55,53,63.9,4.2,6,6.6,6,56.3,3.7,5.4,5.8,3.6,59.8
5/10/2023 21:00,45.5,55,3.1,7.2,7.7,7.2,47.5,2.7,6.3,6.6,2.6,54.6
5/10/2023 21:05,44.1,57.9,3.2,7,7.5,7,49.9,2.7,6.2,6.9,2.8,53
5/10/2023 21:10,42.4,56.1,3.1,6.8,7.2,6.8,48.4,2.6,5.9,6.7,2.7,50.9
5/10/2023 21:15,44.6,60.2,3.4,6.9,7.6,6.9,51.9,2.6,6.2,7.2,2.9,53.6
5/10/2023 21:20,42.4,59,3.3,7.2,7.2,7.2,50.9,2.7,5.9,7.1,2.8,50.9
5/10/2023 21:25,44.6,57.3,3.2,7,7.6,7,49.4,2.7,6.2,6.9,2.7,53.6
5/10/2023 21:30,43.3,55,3.1,6.7,7.4,6.7,47.5,2.5,6,6.6,2.6,52
5/10/2023 21:35,46.3,57.9,3.2,7,7.9,7,49.9,2.7,6.5,6.9,2.8,55.7
5/10/2023 21:40,45.5,57.9,3.2,7,7.7,7,49.9,2.7,6.3,6.9,2.8,54.6
5/10/2023 21:45,44.1,56.7,3.2,6.9,7.5,6.9,48.9,2.6,6.2,6.8,2.7,53
5/10/2023 21:50,42.4,56.1,3.1,6.8,7.2,6.8,48.4,2.6,5.9,6.7,2.7,50.9
5/10/2023 21:55,44.6,58.4,3.3,7.1,7.6,7.1,50.4,2.7,6.2,7,2.8,53.6
5/10/2023 22:00,27.3,41.1,3.7,7.1,7.8,7.1,29.6,2.7,5.3,5.7,2.7,33.6
5/10/2023 22:05,26.8,43.3,3.8,6.9,7.6,6.9,30.6,2.7,5.2,5.9,2.7,32.9
5/10/2023 22:10,26.5,42,3.8,6.7,7.6,6.7,30.2,2.5,5.2,5.8,2.7,32.6
5/10/2023 22:15,27.6,45,4,7,7.9,7,31.8,2.7,5.4,6.2,2.9,33.9
5/10/2023 22:20,26.2,44.1,3.9,6.7,7.5,6.7,31.5,2.5,5.1,6.1,2.8,32.3
5/10/2023 22:25,27,42.8,3.9,7,7.7,7,30.9,2.7,5.3,5.9,2.8,33.3
5/10/2023 22:30,26.8,41.1,3.7,6.8,7.6,6.8,29.6,2.6,5.2,5.7,2.7,32.9
5/10/2023 22:35,28.1,43.3,3.8,7.3,8,7.3,30.2,2.8,5.5,5.9,2.7,34.6
5/10/2023 22:40,27.9,43.3,3.9,7.1,8,7.1,31.5,2.7,5.4,5.9,2.8,34.2
5/10/2023 22:45,27.3,42.4,3.8,6.9,7.8,6.9,30.6,2.7,5.3,5.8,2.7,33.6
5/10/2023 22:50,26.2,42,3.7,6.7,7.5,6.7,29.3,2.5,5.1,5.8,2.6,32.3
5/10/2023 22:55,26.8,43.7,3.9,7,7.6,7,30.9,2.7,5.2,6,2.8,32.9
5/10/2023 23:00,16.6,26.7,3.9,5.6,6.2,5.6,20.2,2.7,4.2,4.8,2.8,20.5
5/10/2023 23:05,17.5,27.6,3.8,5.5,6.5,5.5,19.6,2.6,4.4,4.9,2.7,21.6
5/10/2023 23:10,17,27.3,3.7,5.4,6.3,5.4,18.8,2.6,4.3,4.9,2.6,21
5/10/2023 23:15,18.2,28.7,3.9,5.6,6.8,5.6,19.8,2.7,4.6,5.1,2.8,22.5
5/10/2023 23:20,17.8,28.4,3.9,5.4,6.6,5.4,19.8,2.6,4.5,5,2.8,22
5/10/2023 23:25,17.3,27.8,3.8,5.5,6.4,5.5,19.4,2.7,4.4,4.9,2.7,21.4
5/10/2023 23:30,16.6,26.7,3.8,5.5,6.2,5.5,19.2,2.6,4.2,4.8,2.7,20.5
5/10/2023 23:35,17.5,27.3,3.9,5.7,6.5,5.7,20,2.8,4.4,4.9,2.8,21.6
5/10/2023 23:40,17.5,26.4,3.7,5.7,6.5,5.7,19,2.7,4.4,4.7,2.7,21.6
5/10/2023 23:45,17.1,27.8,3.8,5.6,6.4,5.6,19.6,2.7,4.3,4.9,2.7,21.2
5/10/2023 23:50,17,27,3.8,5.4,6.3,5.4,19.4,2.6,4.3,4.8,2.7,21
5/10/2023 23:55,17.7,28.9,4,5.5,6.6,5.5,20.4,2.6,4.4,5.1,2.9,21.8
